id,gender,birth_date,job,TEXTNECK,ASYMMETRY,STOOPED,SLEEPINESS,product_chair,product_monitor_arm,product_wrist_guard,product_mouse,product_desk,product_holder,product_neck_pillow,product_mouse_pad,product_keyboard,product_cushion,product_id
987,Male,2002-04-26,Creator,0.57,0.70,0.69,0.03,,,,,,,7447851197,,,,7447851197
988,Female,1985-02-10,Marketer,0.44,0.72,0.60,0.67,,,,,,,,,6143061581,,6143061581
991,Male,1991-10-03,student,0.51,0.27,0.00,0.32,,,,,,4674285118,,,,,4674285118
992,Female,1990-08-09,student,0.34,0.15,0.37,0.53,,,,,,,,,5124455949,,5124455949
993,Male,1997-03-15,student,0.69,0.70,0.45,0.86,,7418025096,,,,,,,,,7418025096
995,Male,1987-08-11,Marketer,0.51,0.89,0.01,0.81,,,1758533117,,,,,,,,1758533117
996,Male,1995-08-10,designer,0.97,0.05,0.48,0.83,,4896992347,,,,,,,,,4896992347
997,Female,1988-03-01,Office worker,0.48,0.69,0.16,0.48,6999573193,,,,,,,,,,6999573193
1000,Male,1977-09-21,planner,0.08,0.61,0.59,0.98,,,,,,,7246878826,,,,7246878826
2,Female,1998-01-30,Creator,0.22,0.33,0.33,0.44,,,,7325418422,,,,,,,7325418422
3,Female,1984-11-06,Marketer,0.66,0.20,0.87,0.09,,,,,,,,5417804895,,,5417804895
5,Male,1995-12-30,Office worker,0.97,1.00,0.60,0.60,,7418025096,,,,,,,,,7418025096
6,Female,1988-09-06,Creator,0.99,0.81,0.69,0.12,2420328,,,,,,,,,,2420328
9,Female,2011-05-05,planner,0.63,0.51,0.37,0.46,,,,5015654703,,,,,,,5015654703
12,Female,1998-12-05,Marketer,0.73,0.13,0.56,0.64,,,1758533117,,,,,,,,1758533117
13,Female,1971-01-18,Marketer,0.60,0.05,0.56,0.75,,,,,6884827783,,,,,,6884827783
17,Male,1986-10-26,Office worker,0.57,0.21,0.03,0.59,,,,,,,,40881999,,,40881999
18,Male,2008-02-25,ETC,0.39,0.24,0.12,0.84,6900417399,,,,,,,,,,6900417399
21,Female,1977-07-13,designer,0.04,0.69,0.72,0.36,,,,6945534310,,,,,,,6945534310
22,Male,2000-10-23,Office worker,0.45,0.17,0.36,0.71,6900417399,,,,,,,,,,6900417399
23,Male,1986-07-09,designer,0.66,0.16,0.86,0.21,,,,7327982983,,,,,,,7327982983
24,Female,1974-03-29,planner,0.48,0.30,0.68,0.90,,,,,,5273195931,,,,,5273195931
27,Female,1977-04-27,student,0.63,0.95,0.83,0.73,,,,,,6533701213,,,,,6533701213
29,Male,2004-06-22,student,0.83,0.77,0.88,0.19,6651584294,,,,,,,,,,6651584294
30,Female,2010-11-01,designer,0.37,0.13,0.92,0.56,,,,,,,7441111596,,,,7441111596
31,Female,1976-09-30,Office worker,0.69,0.87,0.54,0.06,,,,,,,2039515031,,,,2039515031
32,Female,1993-03-12,Creator,0.23,0.42,0.49,0.61,6900417399,,,,,,,,,,6900417399
34,Male,2002-12-16,Office worker,0.49,0.61,0.25,0.68,,,6257025448,,,,,,,,6257025448
35,Male,1970-05-12,designer,0.84,0.03,0.68,0.49,,7418025096,,,,,,,,,7418025096
36,Female,1998-07-18,planner,0.65,0.78,0.84,0.80,,,6257025448,,,,,,,,6257025448
37,Male,1999-09-06,planner,0.23,0.63,0.83,0.30,,1955685399,,,,,,,,,1955685399
38,Male,2002-08-24,Office worker,0.90,0.91,0.41,0.52,,,,,,5273195931,,,,,5273195931
39,Female,1985-04-23,Creator,0.01,0.03,0.65,0.89,,,,,,,,,,6776454005,6776454005
40,Female,1975-05-12,Creator,0.95,0.96,0.28,0.48,,,1758533117,,,,,,,,1758533117
43,Female,2005-12-18,developer,0.99,0.53,0.89,0.07,5465402206,,,,,,,,,,5465402206
44,Male,1982-10-18,developer,0.23,0.53,0.72,0.54,,,,,,,,,,6911909992,6911909992
48,Male,1983-01-21,ETC,0.23,0.67,0.40,0.45,,,,,7432233497,,,,,,7432233497
49,Female,2001-08-13,Office worker,0.49,0.71,0.11,0.80,,,1758533117,,,,,,,,1758533117
51,Female,1994-05-06,Office worker,0.87,0.89,0.36,0.86,2420328,,,,,,,,,,2420328
52,Male,2008-03-01,planner,0.56,1.00,0.56,0.49,,,,1203630018,,,,,,,1203630018
53,Female,1999-02-27,designer,0.87,0.69,0.44,0.89,6651584294,,,,,,,,,,6651584294
55,Female,1980-06-07,Creator,0.57,0.33,0.27,0.87,,,,,,,7246878826,,,,7246878826
56,Female,1998-05-06,developer,0.17,0.85,0.94,0.01,,,,,6460742500,,,,,,6460742500
60,Female,1983-05-07,ETC,0.80,0.52,0.13,0.92,,,,,,7403564872,,,,,7403564872
61,Female,1995-04-13,ETC,0.24,0.54,0.46,0.30,6900417399,,,,,,,,,,6900417399
62,Female,1987-10-10,planner,0.69,0.23,0.43,0.22,,1448628599,,,,,,,,,1448628599
63,Female,1983-01-16,designer,0.59,0.13,0.45,0.79,6999573193,,,,,,,,,,6999573193
65,Male,1978-04-29,ETC,0.96,0.36,0.92,0.39,,,,,6884827783,,,,,,6884827783
67,Male,1999-05-24,developer,0.29,0.07,0.41,0.20,,,,,,,7441111596,,,,7441111596
70,Male,1973-04-19,ETC,0.57,0.11,0.07,0.76,,,,,,5273195931,,,,,5273195931
71,Female,1990-03-28,designer,0.13,0.89,0.06,0.20,,7418025096,,,,,,,,,7418025096
72,Female,1977-08-04,planner,0.01,0.78,0.56,0.10,,,,,1601845545,,,,,,1601845545
73,Female,2012-02-08,developer,0.81,0.42,0.65,0.81,,,,7052320839,,,,,,,7052320839
74,Male,1996-02-07,Marketer,0.10,0.46,0.98,0.96,,,,,,,,,6348161493,,6348161493
75,Female,1981-12-02,Marketer,0.09,0.80,0.17,0.93,,,,,,1924822010,,,,,1924822010
76,Female,2000-05-26,Office worker,0.42,0.55,0.58,0.50,6900417399,,,,,,,,,,6900417399
78,Male,1971-08-19,planner,0.82,0.26,0.15,0.07,2420328,,,,,,,,,,2420328
79,Male,2010-11-13,ETC,0.73,0.46,0.39,0.39,2420328,,,,,,,,,,2420328
80,Female,1987-01-23,Office worker,0.35,0.57,0.84,0.43,,,,,,,,,6406573735,,6406573735
83,Female,1973-08-03,Office worker,0.51,0.95,0.39,0.44,,,,,,,,5417804895,,,5417804895
84,Male,1981-11-21,ETC,0.12,0.96,0.45,0.85,6900417399,,,,,,,,,,6900417399
85,Male,1997-08-20,Marketer,0.07,0.58,0.52,0.05,,,6257025448,,,,,,,,6257025448
86,Female,1980-12-08,Creator,0.73,0.22,0.95,0.92,,,6257025448,,,,,,,,6257025448
87,Female,2000-10-12,Creator,0.90,0.73,0.39,0.99,,,1797408426,,,,,,,,1797408426
88,Female,1979-04-10,developer,0.61,0.85,0.95,0.14,,,,,6460742500,,,,,,6460742500
92,Male,1975-08-27,Marketer,0.01,0.09,0.88,0.93,,,,,,,,40881999,,,40881999
93,Female,2011-10-20,Creator,0.87,0.16,0.95,0.31,,,,,6460742500,,,,,,6460742500
95,Female,1983-12-24,planner,0.05,0.90,0.19,0.38,,,,,,4674285118,,,,,4674285118
96,Female,1997-12-30,Creator,0.22,0.38,0.46,0.06,,1448628599,,,,,,,,,1448628599
99,Female,1972-05-21,planner,0.79,0.48,0.74,0.76,,,,,6884827783,,,,,,6884827783
100,Female,2001-11-07,Creator,0.13,0.85,0.36,0.13,,,,,,7403564872,,,,,7403564872
101,Female,2001-03-14,Creator,0.64,0.07,0.04,0.09,6651584294,,,,,,,,,,6651584294
102,Male,1972-07-05,student,0.97,0.32,0.92,0.48,,,,,,,7447851197,,,,7447851197
104,Male,1998-10-05,developer,0.44,0.34,0.17,0.11,,,7561117482,,,,,,,,7561117482
106,Male,1995-07-04,ETC,0.50,0.84,0.75,0.46,,,,,,,,,,7335559264,7335559264
107,Female,1996-03-23,planner,0.45,0.49,0.29,0.25,,4896992347,,,,,,,,,4896992347
108,Male,2009-10-20,Office worker,0.05,0.35,0.94,0.45,,,,7300924972,,,,,,,7300924972
111,Female,2009-06-29,ETC,0.79,0.88,0.55,0.94,6900417399,,,,,,,,,,6900417399
112,Female,1990-12-15,Creator,0.62,0.91,0.53,0.51,6900417399,,,,,,,,,,6900417399
113,Male,1997-03-01,developer,0.13,0.24,0.56,0.73,6900417399,,,,,,,,,,6900417399
115,Male,1999-06-28,planner,0.18,0.49,0.06,0.75,,,,,,,,,31613634,,31613634
116,Female,1996-08-02,developer,0.94,0.23,0.04,0.56,,,,,,,,,6406573735,,6406573735
117,Male,1974-03-29,developer,0.78,0.15,0.07,0.63,6900417399,,,,,,,,,,6900417399
118,Female,2009-12-06,ETC,0.24,0.09,0.63,0.19,,,,,,,7246878826,,,,7246878826
119,Male,1985-06-18,Office worker,0.13,0.90,0.61,0.20,,,,,,,7441111596,,,,7441111596
120,Male,2006-02-08,ETC,0.67,0.76,0.73,0.40,,,,,,,,40881999,,,40881999
121,Female,1988-10-10,Marketer,0.26,0.88,0.91,0.32,,,,,,1924822010,,,,,1924822010
122,Female,1992-06-18,ETC,0.75,0.53,0.25,0.25,,,,,6460742500,,,,,,6460742500
123,Female,1991-01-27,student,0.42,0.12,0.04,0.45,,,,,,,,1758533076,,,1758533076
124,Male,1986-02-20,student,0.43,0.57,0.04,0.96,,,,,,,,,,6183771576,6183771576
125,Female,1999-08-11,designer,0.83,0.44,0.01,0.48,2420328,,,,,,,,,,2420328
126,Female,1978-08-10,Office worker,0.66,0.95,0.28,0.98,,,,,,,7441111596,,,,7441111596
127,Male,1975-09-25,Marketer,0.76,0.40,0.78,0.57,,,,,,,,5417804895,,,5417804895
129,Male,1998-09-15,student,0.67,0.80,0.23,0.93,2420328,,,,,,,,,,2420328
131,Male,1980-03-11,student,0.72,0.77,0.99,0.77,,,6257025448,,,,,,,,6257025448
132,Female,1981-01-09,developer,0.17,0.19,0.73,0.96,,,,,6460742500,,,,,,6460742500
134,Male,2006-10-16,ETC,0.94,0.28,0.56,0.98,,4896992347,,,,,,,,,4896992347
138,Female,1972-03-06,planner,0.32,0.84,0.93,0.66,,,,,,,,5417804895,,,5417804895
141,Female,1973-09-02,student,0.19,0.43,0.55,0.91,,,,,,1924822010,,,,,1924822010
142,Male,2007-10-11,designer,0.95,0.05,0.49,0.54,,,,,6460742500,,,,,,6460742500
147,Male,2004-01-04,Creator,0.75,0.20,0.87,0.58,,,,,,,,310842037,,,310842037
148,Female,1992-03-31,planner,0.62,0.93,0.65,0.84,6651584294,,,,,,,,,,6651584294
149,Male,1994-12-22,student,0.53,0.59,0.42,0.34,,4896992347,,,,,,,,,4896992347
151,Female,1999-12-19,planner,0.25,0.83,0.81,0.53,,,,,,,7246878826,,,,7246878826
152,Female,1985-07-27,Marketer,0.12,0.64,0.13,0.16,,,,6945534310,,,,,,,6945534310
153,Female,1981-08-17,student,0.57,1.00,0.50,0.87,,,,,,,,,6406573735,,6406573735
154,Female,1975-05-02,Marketer,0.62,0.51,0.06,0.91,,,,,,7403564872,,,,,7403564872
155,Male,1971-03-05,student,0.44,0.87,0.02,0.56,,,,,,,,1758533076,,,1758533076
156,Female,1993-02-04,planner,0.75,0.82,0.95,0.90,,,,,,,,,,1267950209,1267950209
158,Female,1998-02-16,developer,0.64,0.08,0.57,0.32,,,,,,6533701213,,,,,6533701213
159,Male,1985-03-01,ETC,0.63,0.33,0.78,0.88,,,,,1601845545,,,,,,1601845545
160,Male,1974-10-24,ETC,0.22,0.97,0.26,0.45,,,,,6460742500,,,,,,6460742500
162,Female,1975-02-06,planner,0.05,0.66,0.80,0.21,,,,,,,,,6348161493,,6348161493
163,Female,1984-05-13,Marketer,0.90,0.75,0.05,0.46,,,,,,6183775991,,,,,6183775991
164,Male,1985-10-28,student,0.71,0.74,0.54,0.02,,,,,,,,40881999,,,40881999
165,Female,1993-01-02,planner,0.96,0.96,0.59,0.08,,,,57649186,,,,,,,57649186
166,Male,1981-02-13,Office worker,0.73,0.23,0.72,0.15,,4896992347,,,,,,,,,4896992347
167,Female,2012-10-07,developer,0.10,0.60,0.39,0.62,6999573193,,,,,,,,,,6999573193
168,Female,2012-11-01,Creator,0.63,0.98,0.99,0.86,,,,,,,,,6406573735,,6406573735
169,Female,1991-09-04,Office worker,0.37,0.61,0.49,0.45,,,,,5999614505,,,,,,5999614505
170,Male,1987-02-03,Marketer,0.65,0.39,0.31,0.57,,4896992347,,,,,,,,,4896992347
171,Female,2004-09-08,developer,0.92,0.51,0.17,0.97,,,,,,,38168941,,,,38168941
172,Female,1990-11-05,student,0.49,0.93,0.18,0.26,6651584294,,,,,,,,,,6651584294
173,Male,2009-03-22,ETC,1.00,0.73,0.98,0.26,6651584294,,,,,,,,,,6651584294
175,Female,1987-05-26,designer,0.32,0.05,0.50,0.99,5465402206,,,,,,,,,,5465402206
179,Female,1986-07-18,Marketer,0.56,0.79,0.65,0.50,,,,,,,,,6143061581,,6143061581
180,Male,1970-12-08,Creator,0.38,0.99,0.43,0.08,,1955685399,,,,,,,,,1955685399
182,Female,1984-09-26,Creator,0.88,0.55,0.72,0.24,6999573193,,,,,,,,,,6999573193
185,Male,1972-05-17,Marketer,0.42,0.07,0.17,0.86,,,1758533117,,,,,,,,1758533117
186,Female,1984-09-18,Marketer,0.13,0.14,0.56,0.16,,,1758533117,,,,,,,,1758533117
189,Male,1994-06-11,Creator,0.13,0.55,0.69,0.49,,,,,,,,,,6911909992,6911909992
190,Female,2010-10-23,planner,0.40,0.57,0.08,0.68,,,,,5999614505,,,,,,5999614505
191,Male,1980-07-19,Creator,0.71,0.15,0.52,0.93,,,,,,5273195931,,,,,5273195931
192,Male,1976-04-08,ETC,0.62,0.76,0.31,0.31,,,,,,6533701213,,,,,6533701213
194,Male,1992-08-12,designer,0.95,0.55,0.46,0.70,,,7561117482,,,,,,,,7561117482
196,Female,1997-02-05,designer,0.66,0.54,0.31,0.28,,,,,,,38168941,,,,38168941
197,Male,1989-09-16,ETC,0.41,0.14,0.50,0.60,5465402206,,,,,,,,,,5465402206
199,Male,1978-09-22,Marketer,0.84,0.79,0.64,0.38,,1448628599,,,,,,,,,1448628599
200,Male,1998-01-30,Creator,0.61,0.13,0.27,0.76,,7418025096,,,,,,,,,7418025096
201,Female,1981-08-24,student,0.60,0.79,0.12,0.71,,6091275505,,,,,,,,,6091275505
202,Male,2006-01-05,student,0.16,0.55,0.70,0.44,,,,7327982983,,,,,,,7327982983
204,Female,1981-01-27,designer,0.09,0.24,0.67,0.80,,7418025096,,,,,,,,,7418025096
205,Female,2010-02-21,designer,0.77,0.42,0.61,0.13,,,,,,,,5417804895,,,5417804895
206,Male,2002-09-24,developer,0.64,0.24,0.12,0.73,,,,7300924972,,,,,,,7300924972
209,Male,1992-01-14,designer,0.44,0.55,0.35,0.88,,,,,,6183775991,,,,,6183775991
210,Female,2003-05-13,developer,0.83,0.27,0.09,0.34,,,,47421363,,,,,,,47421363
211,Male,1988-11-26,ETC,0.82,0.18,0.28,0.74,,,,47421363,,,,,,,47421363
212,Male,1987-07-11,Marketer,0.02,0.98,0.21,0.89,,,,,,,,40881999,,,40881999
213,Male,2005-11-10,student,0.25,0.06,0.11,0.99,,,,7300924972,,,,,,,7300924972
216,Male,1970-04-10,ETC,0.96,0.25,0.85,0.68,,,,,,,,,6143061581,,6143061581
218,Male,1996-12-01,Marketer,0.28,0.64,0.79,0.97,,,,,6460742500,,,,,,6460742500
219,Female,1982-05-11,Office worker,0.75,0.35,0.40,1.00,,4896992347,,,,,,,,,4896992347
220,Male,2007-08-28,student,0.64,0.02,0.86,0.55,,,1758533117,,,,,,,,1758533117
222,Male,1987-10-03,Office worker,0.05,0.06,0.42,0.06,,,,,6460742500,,,,,,6460742500
223,Female,1976-02-06,ETC,0.71,0.84,0.78,0.94,,,,5015654703,,,,,,,5015654703
224,Female,1976-10-16,ETC,0.22,0.61,0.49,0.00,,,,7052320839,,,,,,,7052320839
226,Male,2011-02-08,Office worker,0.59,0.97,0.17,0.27,6900417399,,,,,,,,,,6900417399
227,Female,2010-06-17,student,0.66,0.29,0.31,0.61,,,,,,,,,,6911909992,6911909992
228,Female,1970-06-28,Office worker,0.20,0.39,0.71,0.11,,,7561117482,,,,,,,,7561117482
231,Male,1988-12-13,Marketer,0.01,0.83,0.51,0.90,,,,,1601845545,,,,,,1601845545
233,Male,1994-02-14,student,0.92,0.50,0.80,0.95,,,,,,,,,,6776454005,6776454005
235,Male,2005-07-07,designer,0.91,0.51,0.92,0.13,5465402206,,,,,,,,,,5465402206
236,Male,1993-03-27,developer,0.93,0.24,0.45,0.42,,,,,,,,,,6183771576,6183771576
238,Female,1995-09-21,Marketer,0.23,0.65,0.84,0.54,,,,,,,7441111596,,,,7441111596
243,Female,1987-02-19,Creator,0.15,0.57,0.62,0.14,,,,7300924972,,,,,,,7300924972
244,Female,1997-06-01,planner,0.15,0.02,0.86,0.71,6999573193,,,,,,,,,,6999573193
245,Male,2003-03-16,Marketer,0.03,0.46,0.66,0.95,,,,,,,,,6406573735,,6406573735
246,Male,1984-01-22,Marketer,0.90,0.58,0.47,0.40,2420328,,,,,,,,,,2420328
249,Female,1999-11-13,Creator,0.37,0.19,0.49,0.94,,,,7300924972,,,,,,,7300924972
250,Male,1972-08-24,student,0.79,0.39,0.30,0.59,,,,,6460742500,,,,,,6460742500
252,Male,2010-05-06,designer,0.34,0.38,0.78,0.03,,,,,7432233497,,,,,,7432233497
253,Female,2010-05-17,Office worker,0.24,0.30,0.25,0.06,,,,,,,,,,7335559264,7335559264
256,Male,1970-02-08,ETC,0.46,0.71,0.33,0.39,,1448628599,,,,,,,,,1448628599
257,Female,1970-03-27,Marketer,0.55,0.89,0.36,0.79,5465402206,,,,,,,,,,5465402206
258,Male,2003-10-11,ETC,0.70,0.24,0.69,0.28,,,,,,,,,6348161493,,6348161493
259,Female,1993-06-18,Marketer,0.37,0.32,0.52,0.90,,1448628599,,,,,,,,,1448628599
260,Male,1991-08-27,Creator,0.31,0.04,0.84,0.68,6900417399,,,,,,,,,,6900417399
261,Female,2012-03-15,planner,0.82,0.68,0.21,0.49,6999573193,,,,,,,,,,6999573193
263,Female,1985-06-26,designer,0.45,0.22,0.41,0.35,,6091275505,,,,,,,,,6091275505
264,Male,1978-12-07,ETC,0.86,0.64,0.88,0.34,,,,,,,,,6348161493,,6348161493
266,Female,2006-02-09,ETC,0.47,0.79,0.48,0.27,,1448628599,,,,,,,,,1448628599
268,Male,1997-02-08,ETC,0.66,0.39,0.35,0.20,,,,,,7403564872,,,,,7403564872
269,Female,1987-07-30,ETC,0.93,0.59,0.10,0.11,,,1797408426,,,,,,,,1797408426
271,Female,2012-05-05,student,0.70,0.25,0.21,0.12,6900417399,,,,,,,,,,6900417399
272,Female,1997-02-02,developer,0.80,0.45,0.98,0.44,,,,47421363,,,,,,,47421363
273,Female,1985-07-03,designer,0.41,0.51,0.13,0.47,,1955685399,,,,,,,,,1955685399
274,Male,2011-09-23,developer,0.79,0.15,0.87,0.57,5465402206,,,,,,,,,,5465402206
275,Female,2002-05-31,student,0.05,0.37,0.72,0.72,,,,,1601845545,,,,,,1601845545
277,Female,1991-07-12,planner,0.22,0.08,0.07,0.26,2420328,,,,,,,,,,2420328
279,Male,1987-09-29,Creator,0.17,0.37,0.39,0.97,6900417399,,,,,,,,,,6900417399
280,Male,1993-08-22,Creator,0.28,0.37,0.93,0.05,,,,,,,,310842037,,,310842037
281,Male,1989-12-04,ETC,0.85,0.33,0.52,0.57,,,,,,,,,6348161493,,6348161493
282,Male,2008-06-29,Marketer,0.60,0.26,0.15,0.84,,,,1203630018,,,,,,,1203630018
284,Female,1997-05-10,ETC,0.63,0.34,0.10,0.27,,,,1203630018,,,,,,,1203630018
286,Male,1982-06-13,student,0.76,0.80,0.66,0.33,,,,,,,,7438077396,,,7438077396
287,Male,1991-08-13,Marketer,0.91,0.35,0.79,0.23,,,,,,,,,6348161493,,6348161493
291,Male,1997-04-30,developer,0.71,0.90,0.85,0.80,5465402206,,,,,,,,,,5465402206
292,Female,1994-05-14,designer,0.15,0.13,0.74,0.15,,,,47421363,,,,,,,47421363
293,Male,1999-04-23,Office worker,0.12,0.80,0.80,0.52,,1955685399,,,,,,,,,1955685399
296,Female,1997-11-01,Creator,0.93,0.29,0.22,0.59,,,1758533117,,,,,,,,1758533117
297,Male,1996-07-16,planner,0.92,0.49,0.41,0.74,,,,,5999614505,,,,,,5999614505
299,Female,1984-07-17,Office worker,0.94,0.13,0.32,0.56,,,7561117482,,,,,,,,7561117482
300,Female,1977-06-08,designer,0.77,0.06,0.91,0.23,,,,,,,,,6143061581,,6143061581
302,Female,1977-06-05,ETC,0.52,0.23,0.49,0.74,,,,6945534310,,,,,,,6945534310
303,Male,1990-09-12,planner,0.23,0.33,0.99,0.89,,,,,,,,5417804895,,,5417804895
305,Male,1988-03-16,student,0.55,0.71,0.02,0.83,,,,,,,,,,7335559264,7335559264
306,Male,1986-09-12,designer,0.41,0.32,0.08,0.63,,,,,5999614505,,,,,,5999614505
307,Female,1973-07-10,Marketer,0.39,0.01,0.31,0.14,,,,7325418422,,,,,,,7325418422
313,Female,1971-04-17,planner,0.38,0.78,0.56,0.17,,,,,,,,40881999,,,40881999
314,Female,1995-11-21,Office worker,0.46,0.21,0.52,0.57,6999573193,,,,,,,,,,6999573193
316,Female,2000-12-29,ETC,0.57,0.40,0.45,0.65,,,1758533117,,,,,,,,1758533117
318,Male,2005-11-03,student,0.07,0.68,0.81,0.69,,,,,,6533701213,,,,,6533701213
319,Female,2010-02-16,planner,0.82,0.22,0.54,0.33,,,,,,,2039515031,,,,2039515031
325,Male,2000-12-21,designer,0.53,0.20,0.77,0.67,,,,,,,7447851197,,,,7447851197
326,Female,1974-07-27,Office worker,0.58,0.30,0.11,1.00,,1955685399,,,,,,,,,1955685399
329,Female,1973-01-08,ETC,0.17,0.68,0.59,0.18,,,,,,1924822010,,,,,1924822010
330,Male,2001-11-05,Office worker,0.57,0.24,0.02,0.69,2420328,,,,,,,,,,2420328
332,Female,2004-03-27,developer,0.88,0.88,0.72,0.56,,,,,,,,310842037,,,310842037
334,Female,1974-12-17,Office worker,0.22,0.37,0.14,0.07,,,,,,,,1758533076,,,1758533076
335,Female,1970-10-29,student,0.74,0.12,0.11,0.58,,,1797408426,,,,,,,,1797408426
336,Female,1991-05-18,planner,0.58,0.54,0.19,0.63,,,,,,,7447851197,,,,7447851197
339,Female,1974-11-04,planner,0.73,0.03,0.83,0.11,,,,,,,,310842037,,,310842037
340,Female,1986-04-16,planner,0.25,0.36,0.86,0.85,5465402206,,,,,,,,,,5465402206
341,Male,1998-07-08,Creator,0.70,0.35,0.52,0.99,,,1797408426,,,,,,,,1797408426
342,Male,1992-11-04,designer,0.67,0.13,0.44,0.46,,,,6945534310,,,,,,,6945534310
344,Female,1977-03-29,Office worker,0.03,0.77,0.51,0.10,,,,,,,2039515031,,,,2039515031
345,Female,2001-12-15,ETC,0.28,0.46,0.55,0.90,,,,1203630018,,,,,,,1203630018
346,Male,2007-10-27,Office worker,0.13,0.71,0.37,0.95,,,,,,7403564872,,,,,7403564872
347,Male,1995-11-24,Creator,0.32,0.94,0.23,0.97,,7418025096,,,,,,,,,7418025096
350,Female,2008-05-28,ETC,0.08,0.41,0.59,0.49,,,,,,,7447851197,,,,7447851197
351,Female,1984-04-11,designer,0.71,0.01,0.77,0.30,,,,7052320839,,,,,,,7052320839
355,Female,1983-05-26,Creator,0.33,0.07,0.19,0.91,,,,,,,,,,7335559264,7335559264
356,Male,1982-07-27,ETC,0.13,0.02,0.06,0.44,,,,,,1924822010,,,,,1924822010
358,Male,1996-11-03,designer,0.67,0.55,0.44,0.39,,1448628599,,,,,,,,,1448628599
359,Male,2006-08-02,Marketer,0.58,0.85,0.44,0.78,,,7561117482,,,,,,,,7561117482
360,Female,2011-11-07,Marketer,0.07,0.83,0.34,0.38,,,,,,,,,,6776454005,6776454005
361,Female,1989-04-05,designer,0.07,0.25,0.89,0.96,,,,,,,7441111596,,,,7441111596
362,Female,1999-11-18,Office worker,0.76,0.73,0.66,0.41,,,1797408426,,,,,,,,1797408426
363,Male,2010-03-30,planner,0.20,0.23,0.54,0.66,,,6257025448,,,,,,,,6257025448
364,Female,1980-12-03,planner,0.54,1.00,0.19,0.15,,7418025096,,,,,,,,,7418025096
367,Male,2010-06-26,Office worker,0.59,0.55,0.14,0.87,,,,,,,,,,6183771576,6183771576
368,Male,2010-04-06,Marketer,0.43,0.03,0.77,0.25,,7418025096,,,,,,,,,7418025096
369,Male,1996-10-19,Marketer,0.25,0.84,0.52,0.08,,,,,,4674285118,,,,,4674285118
370,Female,1985-09-15,Office worker,0.41,0.67,0.50,0.48,,,,,,,,,6348161493,,6348161493
371,Female,2008-02-22,Office worker,0.56,0.59,0.05,0.18,,,,,,,,310842037,,,310842037
373,Female,1996-01-27,student,0.82,0.11,0.55,0.87,6651584294,,,,,,,,,,6651584294
374,Male,1971-09-21,ETC,0.48,0.63,0.13,0.78,,,,,,,,5417804895,,,5417804895
375,Male,2007-09-12,ETC,0.52,0.11,0.32,0.76,,,,,5999614505,,,,,,5999614505
376,Female,1982-04-05,student,0.97,0.87,0.80,0.96,,,,7300924972,,,,,,,7300924972
377,Male,1981-04-23,planner,0.73,0.85,0.77,0.55,,,,,,6533701213,,,,,6533701213
379,Male,2003-01-11,Creator,0.42,0.66,0.23,0.89,,1448628599,,,,,,,,,1448628599
382,Female,1977-06-03,planner,0.82,0.14,0.52,0.14,,,,7300924972,,,,,,,7300924972
384,Male,1970-04-07,developer,0.38,0.77,0.19,0.99,,,6257025448,,,,,,,,6257025448
386,Male,2002-06-30,planner,0.81,0.15,0.08,0.17,,,1758533117,,,,,,,,1758533117
387,Male,2005-07-29,developer,0.92,0.11,0.83,0.50,,,,6530166774,,,,,,,6530166774
388,Male,2004-09-02,developer,0.96,0.76,0.48,0.76,2420328,,,,,,,,,,2420328
389,Male,1988-03-25,designer,0.62,0.70,0.25,0.29,,,,,,7403564872,,,,,7403564872
390,Male,2007-04-08,Marketer,0.06,0.34,0.93,0.15,,,,6945534310,,,,,,,6945534310
393,Male,2006-11-11,ETC,1.00,0.41,0.36,0.12,,,6257025448,,,,,,,,6257025448
395,Male,1993-10-01,Creator,0.57,0.07,0.61,0.85,,,,,,4674285118,,,,,4674285118
396,Male,2006-12-14,designer,0.45,0.85,0.33,0.77,,,6257025448,,,,,,,,6257025448
397,Male,2005-11-17,student,0.04,0.77,0.33,0.06,,1955685399,,,,,,,,,1955685399
398,Female,2010-11-19,designer,0.04,0.47,0.67,0.80,,,,,,,,,,1267950209,1267950209
399,Female,1980-08-06,Office worker,1.00,0.84,0.54,0.14,,,1797408426,,,,,,,,1797408426
400,Male,1982-03-03,planner,0.56,0.41,0.55,0.01,6651584294,,,,,,,,,,6651584294
402,Male,1984-12-08,ETC,0.55,0.95,0.47,0.93,,,,,,,,,,1267950209,1267950209
403,Male,1985-10-31,Marketer,0.72,0.83,0.61,0.62,,,,6945534310,,,,,,,6945534310
405,Male,2012-11-01,designer,0.71,0.59,0.67,0.61,,4896992347,,,,,,,,,4896992347
408,Female,1998-12-19,Creator,0.31,0.37,0.17,0.74,,,7561117482,,,,,,,,7561117482
411,Female,1985-12-17,Office worker,0.98,0.67,0.12,0.21,,,,,,,,40881999,,,40881999
412,Male,2005-03-20,Office worker,0.50,0.82,0.17,0.28,,,,,,,,310842037,,,310842037
413,Male,2005-03-18,Creator,0.64,0.65,0.94,0.71,,,,,,,,1758533076,,,1758533076
414,Male,2002-06-20,designer,0.78,0.35,0.10,0.20,,,,5015654703,,,,,,,5015654703
415,Female,1975-10-13,designer,0.38,0.16,0.45,0.03,,,1797408426,,,,,,,,1797408426
416,Female,1996-10-29,developer,0.94,0.73,0.98,0.38,,,,7300924972,,,,,,,7300924972
